# source: Yahoo Finance v8 chart JSON (^GDAXI, period1=2006-01-01, interval=1d)
# retrieved: 2026-07-15T16:10:00+00:00
# rows: 5210 (gefiltert >= 2006-01-02)
# K_0: nur Daten, keine Anlageentscheidung [CRUX-MK]
Date,Open,High,Low,Close
2006-10-09,6064.8799,6084.5498,6054.6699,6084.3999
2006-10-10,6094.2002,6127.2798,6088.0498,6117.7100
2006-10-11,6111.0200,6128.2002,6080.1401,6119.4502
2006-10-12,6112.5098,6164.4102,6112.5098,6160.2798
2006-10-13,6169.8101,6188.6899,6152.3599,6173.6802
2006-10-16,6178.3599,6189.8198,6162.7700,6186.5400
2006-10-17,6170.0200,6170.0200,6106.1899,6115.1001
2006-10-18,6133.7798,6210.3501,6133.7798,6182.7798
2006-10-19,6168.0000,6203.8999,6148.3101,6177.4199
2006-10-20,6189.7002,6218.5698,6176.8999,6202.8198
2006-10-23,6216.4600,6248.7998,6185.5098,6242.9102
2006-10-24,6236.9502,6251.9502,6226.9302,6247.5200
2006-10-25,6243.4702,6276.7402,6234.0601,6264.9199
2006-10-26,6279.3701,6304.7798,6270.2202,6284.1899
2006-10-27,6288.5601,6300.3701,6231.3301,6262.5400
2006-10-30,6230.8599,6263.3501,6205.7500,6258.1899
2006-10-31,6243.6299,6286.7002,6237.5498,6268.9199
2006-11-01,6262.7100,6311.9302,6262.5898,6291.8999
2006-11-02,6272.9702,6295.6699,6201.0000,6223.3301
2006-11-03,6233.1699,6279.4600,6220.1099,6241.1499
2006-11-06,6249.9199,6331.1899,6249.9199,6330.6499
2006-11-07,6334.1899,6363.1499,6326.2402,6361.9600
2006-11-08,6340.9102,6356.4102,6317.8701,6349.2598
2006-11-09,6360.9302,6366.6499,6333.5000,6358.6802
2006-11-10,6349.7002,6366.4600,6311.5298,6357.7700
2006-11-13,6350.6499,6403.7202,6344.1001,6393.7300
2006-11-14,6394.2700,6411.2402,6365.4302,6387.3799
2006-11-15,6404.1602,6434.0000,6404.1602,6430.8901
2006-11-16,6429.5000,6452.1299,6415.4302,6443.0200
2006-11-17,6438.1802,6451.6899,6398.5200,6412.3599
2006-11-20,6394.0801,6459.5298,6368.0698,6452.3301
2006-11-21,6450.5601,6476.7100,6447.5298,6460.3901
2006-11-22,6475.2998,6497.0601,6453.4902,6476.1299
2006-11-23,6483.5801,6494.7002,6461.5801,6475.2500
2006-11-24,6464.8501,6469.2500,6367.2002,6411.9600
2006-11-27,6400.4902,6419.9702,6297.6099,6298.1699
2006-11-28,6289.7100,6305.6499,6247.9902,6281.6802
2006-11-29,6300.4102,6365.8301,6297.3501,6363.7998
2006-11-30,6365.7300,6402.7100,6304.6201,6309.1899
2006-12-01,6322.1802,6360.6699,6195.8101,6241.1299
2006-12-04,6258.9102,6301.4302,6230.2998,6295.2300
2006-12-05,6300.4600,6381.3701,6286.9199,6372.7998
2006-12-06,6368.2998,6385.4399,6341.7202,6369.5098
2006-12-07,6357.8198,6440.5601,6356.3799,6413.0298
2006-12-08,6396.0898,6435.3799,6352.3501,6427.4102
2006-12-11,6449.7598,6476.3398,6447.9399,6469.4199
2006-12-12,6466.5801,6484.1001,6457.3701,6476.1699
2006-12-13,6479.0400,6521.0200,6470.8599,6520.7700
2006-12-14,6530.8101,6559.3799,6523.4702,6552.5801
2006-12-15,6572.7500,6605.1499,6556.7300,6588.8301
2006-12-18,6588.2500,6615.6802,6585.7900,6597.2500
2006-12-19,6572.9702,6577.3501,6524.5298,6553.5098
2006-12-20,6578.9702,6606.4702,6578.9702,6586.9102
2006-12-21,6573.3701,6595.4302,6563.5000,6573.9600
2006-12-22,6571.9800,6577.0098,6493.9902,6503.1299
2006-12-27,6525.9902,6611.7002,6525.7598,6608.8599
2006-12-28,6615.8101,6629.3301,6600.8901,6611.8101
2006-12-29,6617.8501,6627.3599,6596.6001,6596.9199
2007-01-02,6614.7300,6682.8101,6614.7300,6681.1299
2007-01-03,6681.2300,6704.0400,6667.5801,6691.3198
2007-01-04,6662.2402,6684.1099,6634.7402,6674.3999
2007-01-05,6661.8999,6665.5098,6588.0298,6593.0898
2007-01-08,6603.5498,6628.3599,6579.8999,6607.5898
2007-01-09,6625.2798,6665.9102,6606.8701,6614.3701
2007-01-10,6578.7598,6592.9702,6531.2500,6566.5601
2007-01-11,6590.7402,6695.7402,6571.5898,6687.2998
2007-01-12,6690.4302,6705.1699,6659.9502,6705.1699
2007-01-15,6719.5298,6746.2998,6719.5298,6731.7402
2007-01-16,6735.8301,6746.6299,6705.2100,6716.8198
2007-01-17,6716.6699,6732.3101,6672.7598,6701.7002
2007-01-18,6721.0898,6737.9800,6661.0498,6689.6201
2007-01-19,6678.8101,6754.5498,6651.6802,6747.1699
2007-01-22,6753.7300,6766.5698,6682.4902,6687.3101
2007-01-23,6692.8301,6704.3599,6627.9600,6678.9302
2007-01-24,6692.6499,6759.9502,6681.6602,6748.3701
2007-01-25,6743.4302,6771.4199,6703.8999,6719.5801
2007-01-26,6690.2900,6731.3599,6659.4502,6690.3398
2007-01-29,6702.4502,6739.5000,6683.3799,6726.0098
2007-01-30,6719.9702,6801.2700,6711.0498,6788.2300
2007-01-31,6772.8301,6805.0898,6758.8501,6789.1099
2007-02-01,6821.3101,6874.7700,6820.5801,6851.2798
2007-02-02,6853.7700,6904.8799,6848.1699,6885.7598
2007-02-05,6878.6699,6891.1299,6864.1899,6874.0601
2007-02-06,6881.8999,6906.6802,6862.1899,6875.7002
2007-02-07,6886.0098,6924.4600,6885.0801,6915.5601
2007-02-08,6911.2402,6918.0400,6849.8501,6876.7300
2007-02-09,6890.6499,6928.9800,6890.6401,6911.1099
2007-02-12,6892.0298,6892.0298,6844.3901,6859.4502
2007-02-13,6868.6802,6895.5200,6866.0698,6895.3398
2007-02-14,6912.5601,6965.3901,6907.9102,6961.1802
2007-02-15,6958.1401,6972.4399,6942.2500,6958.6201
2007-02-16,6955.7100,6979.0200,6941.0298,6957.0698
2007-02-19,6967.5298,6996.0098,6965.9102,6987.0801
2007-02-20,6978.5200,6987.6699,6936.0801,6982.9102
2007-02-21,6999.1802,7005.3398,6922.3599,6941.6602
2007-02-22,6959.3701,7012.3398,6955.5698,6973.7300
2007-02-23,6986.0698,6998.2700,6964.5000,6992.5801
2007-02-26,6992.1201,7040.2002,6980.2500,7027.5898
2007-02-27,6988.3398,6988.3398,6814.5698,6819.6499
2007-02-28,6728.3999,6775.5200,6640.9902,6715.4399
2007-03-01,6714.2500,6756.2500,6544.2798,6640.2402
2007-03-02,6663.6001,6703.0400,6554.0498,6603.3198
2007-03-05,6510.9502,6563.4502,6437.2500,6534.5698
2007-03-06,6558.8901,6607.9902,6545.6299,6595.0000
2007-03-07,6605.8999,6633.8701,6584.4702,6617.7500
2007-03-08,6643.8198,6713.5400,6639.8901,6713.2300
2007-03-09,6706.4502,6745.0601,6665.7300,6716.5200
2007-03-12,6727.5698,6752.1802,6674.9902,6715.4902
2007-03-13,6716.3501,6722.8301,6623.9902,6623.9902
2007-03-14,6567.2402,6567.2402,6444.7002,6447.7002
2007-03-15,6495.8501,6594.3301,6495.8398,6585.4702
2007-03-16,6564.7900,6614.0601,6528.2998,6579.8701
2007-03-19,6622.7598,6677.3398,6614.1401,6671.4102
2007-03-20,6673.6802,6703.3999,6633.8101,6700.2900
2007-03-21,6696.2500,6729.6499,6688.3398,6712.0601
2007-03-22,6742.7798,6872.6299,6742.7798,6856.9600
2007-03-23,6859.0000,6902.6201,6828.2202,6899.0601
2007-03-26,6899.3301,6903.8198,6799.3701,6828.8198
2007-03-27,6838.3198,6885.3398,6838.3198,6858.3398
2007-03-28,6830.7300,6843.3701,6788.3301,6816.8901
2007-03-29,6834.0898,6903.4800,6834.0898,6897.0801
2007-03-30,6903.8799,6965.8398,6885.5801,6917.0298
2007-04-02,6911.1299,6945.3599,6891.7998,6937.1699
2007-04-03,6945.3599,7053.1201,6945.2700,7045.5601
2007-04-04,7072.5098,7076.2100,7038.4902,7073.9102
2007-04-05,7074.5898,7103.7300,7068.0898,7099.9102
2007-04-10,7102.4702,7172.0801,7090.6899,7166.6699
2007-04-11,7168.1001,7201.9302,7139.3398,7152.8301
2007-04-12,7150.8301,7152.3799,7087.2900,7142.9502
2007-04-13,7153.8901,7213.2002,7150.7002,7212.0698
2007-04-16,7229.0601,7340.2500,7229.0601,7338.0601
2007-04-17,7327.5000,7365.5098,7292.2998,7348.8301
2007-04-18,7341.2500,7341.2500,7243.4199,7282.3398
2007-04-19,7205.5298,7248.1802,7155.0498,7242.7300
2007-04-20,7257.3398,7366.5898,7253.0298,7342.5400
2007-04-23,7348.0098,7358.2700,7302.4302,7335.6201
2007-04-24,7342.0801,7342.0801,7218.7202,7270.3198
2007-04-25,7291.7700,7363.3701,7287.7998,7343.0801
2007-04-26,7368.5400,7412.5298,7356.8398,7387.0200
2007-04-27,7384.0200,7395.3599,7333.6899,7378.1201
2007-04-30,7369.2402,7436.2998,7361.3599,7408.8701
2007-05-02,7429.9302,7462.7202,7422.8101,7455.9302
2007-05-03,7472.1401,7483.2202,7420.3501,7476.6899
2007-05-04,7476.6802,7526.5098,7460.0200,7516.7598
2007-05-07,7523.9502,7538.5898,7508.1001,7525.6899
2007-05-08,7515.0098,7515.4702,7413.0098,7442.2002
2007-05-09,7471.9502,7489.8599,7427.2500,7475.9902
2007-05-10,7477.4399,7494.1802,7400.4199,7415.3301
2007-05-11,7386.7998,7482.3599,7304.6099,7479.3398
2007-05-14,7505.0000,7527.9600,7446.1099,7459.6099
2007-05-15,7432.6602,7520.5298,7418.2598,7505.3501
2007-05-16,7483.4302,7523.0000,7460.2900,7481.2500
2007-05-17,7502.1201,7528.6201,7483.6602,7499.5000
2007-05-18,7498.5698,7613.6201,7490.5098,7607.5400
2007-05-21,7614.0400,7644.4399,7599.4902,7619.3101
2007-05-22,7623.6401,7676.8701,7608.7598,7659.3901
2007-05-23,7665.0498,7739.0601,7659.7998,7735.8799
2007-05-24,7716.1802,7774.3599,7669.0498,7697.3799
2007-05-25,7672.9502,7746.9199,7658.2700,7739.2002
2007-05-29,7758.8599,7787.5498,7735.7998,7781.0400
2007-05-30,7741.9502,7768.7500,7675.8901,7764.9702
2007-05-31,7790.9302,7895.7100,7790.9302,7883.0400
2007-06-01,7891.2002,8001.6299,7889.7402,7987.8501
2007-06-04,7973.6802,8010.3901,7936.1802,7976.7900
2007-06-05,7987.1099,7996.6099,7880.3501,7919.8301
2007-06-06,7916.7100,7925.8398,7723.5498,7730.0498
2007-06-07,7750.3799,7786.9399,7590.1699,7618.6099
2007-06-08,7576.0098,7644.9600,7499.4302,7590.5000
2007-06-11,7623.3301,7706.1001,7623.3301,7706.1001
2007-06-12,7693.6001,7740.0200,7629.4600,7678.2598
2007-06-13,7652.5898,7701.0098,7595.6899,7680.7598
2007-06-14,7753.1802,7850.7300,7752.0400,7849.1602
2007-06-15,7861.2202,8032.9702,7860.3301,8030.6401
2007-06-18,8044.7300,8095.7598,8013.5801,8036.1201
2007-06-19,8044.5898,8074.1099,8011.2900,8033.5200
2007-06-20,8066.1802,8131.7300,8046.6401,8090.4902
2007-06-21,8050.6499,8060.6401,7905.1802,7964.7100
2007-06-22,7977.2598,8013.6001,7925.1299,7949.6299
2007-06-25,7896.9102,7942.9399,7829.7798,7930.6099
2007-06-26,7882.3901,7904.5298,7817.3901,7860.5200
2007-06-27,7820.3501,7822.3501,7750.6201,7801.2300
2007-06-28,7847.4399,7923.5898,7847.4399,7921.3599
2007-06-29,7947.1602,8007.7402,7901.6001,8007.3198
2007-07-02,7969.2700,7981.3599,7916.4702,7958.2402
2007-07-03,7985.2598,8066.8301,7985.2598,8050.6802
2007-07-04,8057.6802,8090.2202,8055.2500,8075.2598
